1.000000	0.016588	16387064
1.414214	0.021333	16387064
1.732051	0.023018	16387064
2.000000	0.022099	2000376
2.828427	0.023523	2000376
3.464102	0.023301	2000376
4.000000	0.016177	238328
5.656854	0.013527	238328
6.928203	0.010878	238328
8.000000	0.005332	27000
11.313708	0.003692	27000
13.856406	0.002510	27000
16.000000	0.001047	2744
22.627417	0.000447	2744
27.712813	0.000158	2744
32.000000	-0.000073	216
45.254834	0.000381	216
55.425626	0.000135	216
64.000000	0.000242	8
90.509668	-0.000006	8
110.851252	0.000104	8
