1.000000	-0.032375	16387064
1.414214	-0.025725	16387064
1.732051	-0.018886	16387064
2.000000	-0.010525	2000376
2.828427	0.000307	2000376
3.464102	0.006330	2000376
4.000000	0.008860	238328
5.656854	0.010094	238328
6.928203	0.008607	238328
8.000000	0.004046	27000
11.313708	0.002771	27000
13.856406	0.001732	27000
16.000000	0.000556	2744
22.627417	0.000232	2744
27.712813	0.000313	2744
32.000000	-0.000026	216
45.254834	0.000175	216
55.425626	0.000036	216
64.000000	0.000047	8
90.509668	0.000054	8
110.851252	-0.000236	8
