  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00
  1.7771516E-02   9311.443       6840.397    
  2.1765573E-02   2420.137       699.1605    
  2.5132721E-02   14060.63       14060.63    
  2.9409647E-02   11344.72       3627.455    
  3.5543032E-02   12659.08       10563.36    
  3.9516468E-02   10128.96       2286.166    
  4.6142224E-02   9037.906       1877.868    
  5.3387228E-02   6659.955       1333.395    
  6.1865415E-02   6775.766       1226.414    
  7.2685905E-02   5938.056       755.2359    
  8.4642150E-02   4389.945       477.9866    
  9.8049179E-02   2994.752       248.9353    
  0.1142356       2211.914       158.5376    
  0.1326868       1459.145       86.98900    
  0.1543809       922.8307       53.26383    
  0.1798822       585.3068       32.29027    
  0.2089894       360.6755       22.91311    
  0.2431705       219.8931       15.43366    
  0.2829503       130.5594       10.43684    
  0.3291667       73.22803       7.369974    
  0.3831643       47.32937       5.259203    
  0.4457791       22.60777       3.752211    
  0.5187770       14.37998       2.781025    
  0.6037728       8.577748       2.047863    
  0.7025698       3.343599       1.464663    
  0.8176144       1.455728       1.029944    
  0.9515194       1.563332      0.6306766    
   1.107359      0.3736790      0.3898510    
   1.288636      0.2556716      0.2274678    
   1.499541      0.1183816      0.1126315    
