  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00
  1.7771516E-02   52191.36       32819.96    
  2.1765573E-02   14206.86       4201.854    
  2.5132721E-02   84198.73       25413.02    
  2.9409647E-02   77006.80       15144.73    
  3.5543032E-02   99570.21       74871.14    
  3.9516468E-02   82597.02       10944.72    
  4.6142224E-02   87779.70       13484.76    
  5.3387228E-02   73069.18       8579.569    
  6.1865415E-02   85843.23       9316.771    
  7.2685905E-02   94359.13       8088.503    
  8.4642150E-02   81173.33       5613.018    
  9.8049179E-02   66769.95       3287.556    
  0.1142356       54948.04       2296.766    
  0.1326868       48091.26       1523.222    
  0.1543809       36163.91       928.8044    
  0.1798822       27197.25       573.3329    
  0.2089894       20053.42       363.5533    
  0.2431705       12364.90       206.2771    
  0.2829503       6227.202       115.3658    
  0.3291667       2550.486       75.67171    
  0.3831643       475.0135       58.12702    
  0.4457791      -224.5421       47.98208    
  0.5187770      -113.2894       38.07541    
  0.6037728      -19.02333       26.27693    
  0.7025698       122.5702       18.96354    
  0.8176144       172.5349       14.98476    
  0.9515194       126.2371       12.60398    
   1.107359       78.07281       11.79388    
   1.288636       75.91270       13.15383    
   1.499541       51.74710       18.12945    
