  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00
  1.7771516E-02   39930.73       25480.89    
  2.1765573E-02   9896.851       2762.583    
  2.5132721E-02   61202.94       19269.60    
  2.9409647E-02   46612.77       9523.254    
  3.5543032E-02   51243.70       39629.73    
  3.9516468E-02   39361.84       5834.335    
  4.6142224E-02   33952.95       5720.890    
  5.3387228E-02   24192.11       2962.252    
  6.1865415E-02   23625.24       2960.584    
  7.2685905E-02   19925.19       1756.927    
  8.4642150E-02   13285.20       992.0606    
  9.8049179E-02   8484.429       454.9044    
  0.1142356       5347.974       249.0157    
  0.1326868       3360.364       120.0781    
  0.1543809       1864.689       56.97995    
  0.1798822       1021.848       26.55390    
  0.2089894       571.0349       13.07201    
  0.2431705       285.2012       5.683824    
  0.2829503       127.7683       2.353145    
  0.3291667       60.00612       1.022932    
  0.3831643       28.61080      0.4548821    
  0.4457791       13.70596      0.2033444    
  0.5187770       8.310120      0.1029395    
  0.6037728       5.161056      5.1529769E-02
  0.7025698       2.985648      2.3560639E-02
  0.8176144       1.616784      1.7852897E-02
  0.9515194      0.6480157      3.4804272E-03
   1.107359      0.2814067      1.5384746E-03
   1.288636      0.1278052      6.7587534E-04
   1.499541      5.2016340E-02  2.8662509E-04
