  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00
  1.7771516E-02   52190.42       38005.86    
  2.1765573E-02   14206.44       4203.152    
  2.5132721E-02   84187.65       84204.09    
  2.9409647E-02   78247.62       24714.60    
  3.5543032E-02   99548.98       82515.07    
  3.9516468E-02   84878.39       19206.12    
  4.6142224E-02   88744.59       18257.69    
  5.3387228E-02   72774.15       14983.97    
  6.1865415E-02   86668.79       15395.42    
  7.2685905E-02   94841.19       11984.70    
  8.4642150E-02   82042.06       9031.252    
  9.8049179E-02   67668.57       5565.853    
  0.1142356       55088.49       3867.889    
  0.1326868       47523.52       2607.635    
  0.1543809       35458.38       1652.247    
  0.1798822       26112.70       1036.457    
  0.2089894       18347.61       686.3300    
  0.2431705       9915.867       401.0514    
  0.2829503       2851.239       237.7764    
  0.3291667      -1277.930       169.0065    
  0.3831643      -3440.199       138.4787    
  0.4457791      -3375.363       118.7958    
  0.5187770      -1602.441       96.43246    
  0.6037728      -89.05317       69.11543    
  0.7025698       574.2966       49.62567    
  0.8176144       464.5579       38.71033    
  0.9515194       174.7081       32.58623    
   1.107359       68.97263       30.73277    
   1.288636       100.1115       33.78067    
   1.499541       56.50966       46.96706    
