  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00
  1.7771516E-02   41324.83       25968.39    
  2.1765573E-02   11226.79       3370.243    
  2.5132721E-02   67391.63       19894.00    
  2.9409647E-02   61528.23       12029.94    
  3.5543032E-02   79788.80       59605.26    
  3.9516468E-02   66449.84       8782.758    
  4.6142224E-02   71484.80       10921.06    
  5.3387228E-02   59387.93       6964.612    
  6.1865415E-02   70502.28       7620.292    
  7.2685905E-02   78584.27       6777.614    
  8.4642150E-02   68026.04       4699.191    
  9.8049179E-02   56423.44       2795.472    
  0.1142356       45964.27       1911.012    
  0.1326868       40765.09       1296.976    
  0.1543809       30602.51       792.8207    
  0.1798822       22986.85       495.4637    
  0.2089894       16830.26       314.1665    
  0.2431705       10096.68       182.4709    
  0.2829503       4847.305       108.9728    
  0.3291667       1678.383       78.66391    
  0.3831643       8.001507       67.37624    
  0.4457791      -498.3699       61.62013    
  0.5187770      -203.6673       56.31196    
  0.6037728       27.02188       50.41545    
  0.7025698       85.44147       48.01730    
  0.8176144       257.2698       49.60067    
  0.9515194       196.6527       52.71215    
   1.107359       69.47250       56.83366    
   1.288636       225.3720       60.83142    
   1.499541      -20.71420       62.22507    
