  0.0000000E+00  0.0000000E+00  0.0000000E+00
  3.5543032E-02   711.6499       352.1993    
  4.3531146E-02   282.3314       110.1551    
  5.0265443E-02   124.8648       123.3563    
  5.8819294E-02   282.1986       78.34203    
  7.6037899E-02   302.4772       112.0178    
  9.0142623E-02   136.7952       26.75050    
  0.1098742       80.06906       13.60746    
  0.1333303       68.72602       7.351816    
  0.1606812       40.27374       3.898003    
  0.1950381       23.55512       1.830517    
  0.2383348       12.78974      0.9506311    
  0.2902198       7.941762      0.7517174    
  0.3530173       5.022712      0.8093643    
  0.4289888       1.479313       1.026290    
  0.5208154      0.7296205       1.356521    
  0.6330739     -0.6832005       1.807467    
  0.7691865       2.445783       2.444961    
  0.9346812      -1.212716       3.236724    
   1.136030       4.173112       4.349407    
   1.380277      0.5348547       5.793714    
   1.677309     -0.2794327       7.719978    
   2.038371      -3.834728       10.29846    
   2.477203       14.37304       13.64375    
   3.010550      -9.235479       18.00623    
   3.658472       19.86096       23.57573    
   4.445854       26.86975       30.48225    
   5.402824      -7.991492       38.62627    
   6.565794       20.97881       47.25963    
   7.979024       40.31016       54.33750    
   9.696973       52.99958       55.12484    
   11.78380      -7.099319       43.30306    
