1.000000	0.009500	16387064
1.414214	0.012346	16387064
1.732051	0.012943	16387064
2.000000	0.015565	2000376
2.828427	0.016054	2000376
3.464102	0.016117	2000376
4.000000	0.015135	238328
5.656854	0.012853	238328
6.928203	0.010402	238328
8.000000	0.005528	27000
11.313708	0.003838	27000
13.856406	0.002460	27000
16.000000	0.001100	2744
22.627417	0.000481	2744
27.712813	0.000203	2744
32.000000	-0.000046	216
45.254834	0.000385	216
55.425626	0.000105	216
64.000000	0.000237	8
90.509668	-0.000001	8
110.851252	0.000103	8
