  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00
  1.7771516E-02   39357.07       25039.46    
  2.1765573E-02   9892.532       2743.325    
  2.5132721E-02   59594.20       17996.28    
  2.9409647E-02   46346.44       9442.021    
  3.5543032E-02   51345.56       39504.27    
  3.9516468E-02   38978.23       5874.336    
  4.6142224E-02   34937.39       5828.670    
  5.3387228E-02   25590.32       3078.080    
  6.1865415E-02   25080.88       3133.536    
  7.2685905E-02   21963.36       1917.542    
  8.4642150E-02   15092.16       1119.139    
  9.8049179E-02   9989.214       535.2895    
  0.1142356       6725.055       307.5861    
  0.1326868       4480.477       157.8797    
  0.1543809       2684.389       80.86736    
  0.1798822       1615.953       40.73363    
  0.2089894       996.4557       22.19274    
  0.2431705       561.0528       10.87131    
  0.2829503       281.7404       5.169155    
  0.3291667       155.6621       2.582060    
  0.3831643       86.37077       1.341289    
  0.4457791       49.79524      0.7223940    
  0.5187770       36.14669      0.4390643    
  0.6037728       27.30706      0.2651391    
  0.7025698       18.75815      0.1453909    
  0.8176144       12.17929      0.1338205    
  0.9515194       6.042140      3.1791266E-02
   1.107359       3.088188      1.6611181E-02
   1.288636       1.656282      8.7882904E-03
   1.499541      0.8178352      4.4713551E-03
