1.061389202627000003e-05 3.032709468792877180e-15 1.781184201788034160e-01 1.817312430047095806e-01 1.761805252495421970e-01 1.698015582753093222e-01
1.336209838990999917e-05 7.551274000335348916e-15 2.798326458398004424e-01 2.855085576883422127e-01 2.767880989442884077e-01 2.667664015680682454e-01
1.682188521795000154e-05 1.880222384434735857e-14 4.396300089910267772e-01 4.485471101679740502e-01 4.348468346654543737e-01 4.191022056483251212e-01
2.117749877515999902e-05 4.681635343497900421e-14 6.906781023948971310e-01 7.046872150660176137e-01 6.831633990179992733e-01 6.584276952119806348e-01
2.666089136628999889e-05 1.165695168742491164e-13 1.085083120229343612e+00 1.107091886175480155e+00 1.073276905045322138e+00 1.034415624150697877e+00
3.356407364209999913e-05 2.902491108555163159e-13 1.704704121108475467e+00 1.739280389403623728e+00 1.686155357237259844e+00 1.625101675127708090e+00
4.225466523137000205e-05 7.226938255312032422e-13 2.678134158609336790e+00 2.732453659343840435e+00 2.648991628571851109e+00 2.553071657260841398e+00
5.319547182663000032e-05 1.799425999710099702e-12 4.207382402645936992e+00 4.292717255374111751e+00 4.161594283191405452e+00 4.010895180931964177e+00
6.696913127493000183e-05 4.480304943480497074e-12 6.609758072087252856e+00 6.743813925964111000e+00 6.537813320567717135e+00 6.301047474514073876e+00
8.430914116779000443e-05 1.115505110096274578e-11 1.038363915178040742e+01 1.059422405833010217e+01 1.027058711619275932e+01 9.898591141338915378e+00
1.061389202626999935e-04 2.777284264158033145e-11 1.631167029441174421e+01 1.664245111469665517e+01 1.613400204611676969e+01 1.554951554113851486e+01
1.336209838991000087e-04 6.914248266904030502e-11 2.562261281082310305e+01 2.614214038761861403e+01 2.534334298669823582e+01 2.442493019916039287e+01
1.682188521794999883e-04 1.721199985328601166e-10 4.024488859179144384e+01 4.106073057637897961e+01 3.980578268926019092e+01 3.836252291383592450e+01
2.117749877515999902e-04 4.284074505168395963e-10 6.320318231837566714e+01 6.448401321756428217e+01 6.251243018935139162e+01 6.024402921181157922e+01
2.666089136628999956e-04 1.066072007775466364e-09 9.923729239774679911e+01 1.012473192664388932e+02 9.814985524054047517e+01 9.458366214493487689e+01
