  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00
  1.7771516E-02   225.6987       148.2804    
  2.1765573E-02   98.71642       24.06669    
  2.5132721E-02   1049.523       304.1928    
  2.9409647E-02   1476.237       297.6697    
  3.5543032E-02   3257.154       2514.352    
  3.9516468E-02   3366.190       462.8478    
  4.6142224E-02   5283.946       847.8629    
  5.3387228E-02   6427.368       788.0624    
  6.1865415E-02   10250.00       1161.266    
  7.2685905E-02   15582.41       1379.009    
  8.4642150E-02   17882.74       1282.257    
  9.8049179E-02   19501.70       1010.273    
  0.1142356       22479.04       1010.127    
  0.1326868       25278.75       907.7112    
  0.1543809       25678.19       748.4850    
  0.1798822       25980.48       630.0557    
  0.2089894       26833.88       576.7759    
  0.2431705       25698.04       481.7745    
  0.2829503       22299.92       397.5761    
  0.3291667       20981.26       342.5776    
  0.3831643       20213.38       309.1834    
  0.4457791       20162.66       289.4848    
  0.5187770       25783.67       307.0667    
  0.6037728       33373.29       318.8880    
  0.7025698       39086.00       290.3664    
  0.8176144       41784.62       442.6985    
  0.9515194       37997.79       199.3827    
   1.107359       33854.97       174.9823    
   1.288636       31744.05       165.0176    
   1.499541       30532.61       165.9233    
