  0.0000000E+00  0.0000000E+00  0.0000000E+00
  3.5543032E-02   1456.430       711.5381    
  4.3531146E-02   728.9869       285.3546    
  5.0265443E-02   374.2817       362.7564    
  5.8819294E-02   976.7352       268.6197    
  7.6037899E-02   1451.998       504.8201    
  9.0142623E-02   874.2389       163.1691    
  0.1098742       743.9426       112.3482    
  0.1333303       924.8510       90.91214    
  0.1606812       790.2726       66.99315    
  0.1950381       718.2372       44.20771    
  0.2383348       666.5768       29.41747    
  0.2902198       656.4417       21.02376    
  0.3530173       601.4820       13.99657    
  0.4289888       534.3914       9.053599    
  0.5208154       471.5053       5.878347    
  0.6330739       399.5732       3.649960    
  0.7691865       320.1040       2.286375    
  0.9346812       235.4578       1.431374    
   1.136030       163.4788       1.035132    
   1.380277       107.0714      0.9654419    
   1.677309       70.56840       1.116311    
   2.038371       47.27419       1.412424    
   2.477203       30.61211       1.832984    
   3.010550       18.70265       2.401078    
   3.658472       12.80898       3.141113    
   4.445854       2.101055       4.056863    
   5.402824      -4.788570       5.143655    
   6.565794      -5.354107       6.305959    
   7.979024      -5.488907       7.277311    
   9.696973      -2.666599       7.444770    
   11.78380      -13.99520       5.998354    
