  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00
  1.7771516E-02  5.5544078E-03  3.6020644E-03
  2.1765573E-02  2.2931946E-03  7.1850925E-04
  2.5132721E-02  1.9520614E-02  6.0335631E-03
  2.9409647E-02  2.2907451E-02  4.7035106E-03
  3.5543032E-02  4.4696916E-02  3.4591563E-02
  3.9516468E-02  4.4895813E-02  6.2152059E-03
  4.6142224E-02  6.5652609E-02  1.0614350E-02
  5.3387228E-02  7.8538425E-02  9.5240232E-03
  6.1865415E-02  0.1235061      1.3962549E-02
  7.2685905E-02  0.1891288      1.6858686E-02
  8.4642150E-02  0.2270217      1.6257411E-02
  9.8049179E-02  0.2653369      1.3500446E-02
  0.1142356      0.3358880      1.5063141E-02
  0.1326868      0.4242972      1.5114082E-02
  0.1543809      0.4860003      1.4265262E-02
  0.1798822      0.5766219      1.4183741E-02
  0.2089894      0.7135398      1.5226658E-02
  0.2431705      0.8290524      1.5587987E-02
  0.2829503      0.9091856      1.5894795E-02
  0.3291667       1.060686      1.7404350E-02
  0.3831643       1.301674      2.0025605E-02
  0.4457791       1.674137      2.4198057E-02
  0.5187770       2.795480      3.3406354E-02
  0.6037728       4.727726      4.5156155E-02
  0.7025698       7.229160      5.3060759E-02
  0.8176144       10.02857      0.1033014    
  0.9515194       12.23975      6.3793547E-02
   1.107359       14.45176      7.4794129E-02
   1.288636       17.88565      9.3229368E-02
   1.499541       23.35952      0.1294456    
